,PtI,ItP,Type
0,"[   -5.61161118   487.30218553 -1231.91071033  1410.58422741
     2.01713083     6.4916692 ]","[ -521.71456963 -9154.67335919  3183.84972541  4367.88828652
  -154.13067669   -21.40834004]",3D
